,Type,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,Year,Month,geometry,index_right,FID,lsoa11cd,lsoa11nm,IMDRank,IMDDecil,Shape__Area,Shape__Length,LSOA_code
327738,Person search,0.0,,51.592902,-0.094398,Male,18-24,White - Any other White background,White,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.094398 51.592902),1038.0,1039.0,E01002083,Haringey 019A,16376.0,5.0,404390.442363739,3746.11408552349,E01002083
327739,Person search,0.0,,51.592902,-0.094398,Male,18-24,White - Any other White background,White,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.094398 51.592902),1038.0,1039.0,E01002083,Haringey 019A,16376.0,5.0,404390.442363739,3746.11408552349,E01002083
327764,Person search,0.0,,51.560349,0.152087,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (0.152087 51.560349),57.0,58.0,E01000061,Barking and Dagenham 006C,2802.0,1.0,1564755.02546692,6708.32348656389,E01000061
327784,Person and Vehicle search,0.0,,51.509074,-0.022212,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.022212 51.509074),4937.0,4938.0,E01004256,Tower Hamlets 024C,5676.0,2.0,366068.608507156,3666.98689729489,E01004256
327792,Person and Vehicle search,0.0,,51.509074,-0.022212,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.022212 51.509074),4937.0,4938.0,E01004256,Tower Hamlets 024C,5676.0,2.0,366068.608507156,3666.98689729489,E01004256
327793,Person and Vehicle search,0.0,,51.509074,-0.022212,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.022212 51.509074),4937.0,4938.0,E01004256,Tower Hamlets 024C,5676.0,2.0,366068.608507156,3666.98689729489,E01004256
327810,Person and Vehicle search,0.0,,51.614372,-0.053618,Male,18-24,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,White,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.053618 51.614372),2296.0,2297.0,E01001427,Enfield 030C,3582.0,2.0,3515861.35236168,11659.668692324,E01001427
327811,Vehicle search,0.0,,51.614372,-0.053618,Male,18-24,White - Any other White background,White,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.053618 51.614372),2296.0,2297.0,E01001427,Enfield 030C,3582.0,2.0,3515861.35236168,11659.668692324,E01001427
327812,Person and Vehicle search,0.0,,51.614372,-0.053618,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.053618 51.614372),2296.0,2297.0,E01001427,Enfield 030C,3582.0,2.0,3515861.35236168,11659.668692324,E01001427
327817,Person search,0.0,,51.540842,0.148729,Male,over 34,Black/African/Caribbean/Black British - African,Black,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (0.148729 51.540842),101.0,102.0,E01000105,Barking and Dagenham 014C,3229.0,1.0,577272.09021759,5455.92388012413,E01000105
327948,Vehicle search,0.0,,51.514543,0.049484,,,,,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (0.049484 51.514543),4201.0,4202.0,E01003485,Newham 035C,11327.0,4.0,393419.078361511,5075.27272720723,E01003485
327949,Person and Vehicle search,0.0,,51.514543,0.049484,Male,25-34,White - Any other White background,White,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (0.049484 51.514543),4201.0,4202.0,E01003485,Newham 035C,11327.0,4.0,393419.078361511,5075.27272720723,E01003485
327991,Person search,0.0,,51.533527,-0.131454,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.131454 51.533527),935.0,936.0,E01000953,Camden 022B,5146.0,2.0,1553307.42274475,7662.67803533461,E01000953
328035,Person search,0.0,,51.53799,-0.248187,Male,over 34,Asian/Asian British - Indian,Asian,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.248187 51.53799),516.0,517.0,E01000524,Brent 031B,3221.0,1.0,400559.03062439,4570.02630231905,E01000524
328286,Person search,0.0,,51.57533,-0.025845,Male,25-34,Asian/Asian British - Pakistani,Asian,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.025845 51.57533),5122.0,5123.0,E01004449,Waltham Forest 018E,2803.0,1.0,463445.177186966,3011.00098193017,E01004449
328306,Person search,0.0,,51.540842,0.148729,Male,25-34,Black/African/Caribbean/Black British - African,Black,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (0.148729 51.540842),101.0,102.0,E01000105,Barking and Dagenham 014C,3229.0,1.0,577272.09021759,5455.92388012413,E01000105
328316,Person search,0.0,,51.543077,0.001544,Male,18-24,Other ethnic group - Not stated,Black,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (0.001544 51.543077),4326.0,4327.0,E01003617,Newham 012B,8005.0,3.0,587000.049614012,4568.05680159126,E01003617
328317,Person search,0.0,,51.542701,-0.000102,Male,18-24,Mixed/Multiple ethnic groups - White and Black African,Black,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.000102 51.542701),4326.0,4327.0,E01003617,Newham 012B,8005.0,3.0,587000.049614012,4568.05680159126,E01003617
328420,Person search,0.0,,51.419953,-0.166926,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Articles for use in criminal damage,Offender given penalty notice,,,2017,9,POINT (-0.166926 51.419953),4088.0,4089.0,E01003372,Merton 008B,9855.0,4.0,327826.645843506,3014.18862922168,E01003372
328524,Person and Vehicle search,0.0,,51.601092,-0.086012,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.086012 51.601092),1051.0,1052.0,E01002096,Haringey 005C,3397.0,2.0,476809.272167206,3658.51425910303,E01002096
328541,Person and Vehicle search,0.0,,51.543765,0.026423,Male,25-34,Asian/Asian British - Bangladeshi,Asian,Articles for use in criminal damage,Offender given penalty notice,,,2017,9,POINT (0.026423 51.543765),4271.0,4272.0,E01003558,Newham 008B,4804.0,2.0,386560.090836525,3269.49459122152,E01003558
328599,Person search,0.0,,51.511694,-0.144554,Male,18-24,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Black,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.144554 51.511694),,,,,,,,,
328639,Person and Vehicle search,0.0,,51.532744,0.062297,Male,18-24,Black/African/Caribbean/Black British - African,Black,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (0.062297 51.532744),4331.0,4332.0,E01003623,Newham 023E,7356.0,3.0,711263.845054626,3989.84332749238,E01003623
328695,Person and Vehicle search,0.0,,51.493521,-0.100216,Female,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.100216 51.493521),,,,,,,,,
328813,Person search,0.0,,51.508577,-0.124419,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.124419 51.508577),5397.0,5398.0,E01004734,Westminster 018A,7933.0,3.0,825953.980491638,7044.84635475906,E01004734
328926,Person search,0.0,,51.549497,0.044333,Male,18-24,White - Any other White background,White,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (0.044333 51.549497),4304.0,4305.0,E01003591,Newham 004D,6209.0,2.0,434553.763235092,3989.56205282548,E01003591
329054,Person search,0.0,,51.504245,-0.07624,Male,18-24,Other ethnic group - Not stated,White,Articles for use in criminal damage,Offender given penalty notice,,,2017,9,POINT (-0.07624 51.504245),,,,,,,,,
329066,Person and Vehicle search,0.0,,51.519242,-0.227329,Male,25-34,Other ethnic group - Any other ethnic group,Other,Articles for use in criminal damage,Offender given penalty notice,,,2017,9,POINT (-0.227329 51.519242),2717.0,2718.0,E01001874,Hammersmith and Fulham 001A,11438.0,4.0,2485743.1174469,9320.86557497354,E01001874
329141,Person search,0.0,,51.529022,-0.087436,Male,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.087436 51.529022),,,,,,,,,
329153,Person search,0.0,,51.533685,0.114017,Male,25-34,Black/African/Caribbean/Black British - African,Black,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (0.114017 51.533685),92.0,93.0,E01000096,Barking and Dagenham 022D,3997.0,2.0,1544956.2086792,7096.03984442823,E01000096
329158,Person and Vehicle search,0.0,,51.516849,-0.047747,Male,25-34,Asian/Asian British - Bangladeshi,Asian,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.047747 51.516849),4960.0,4961.0,E01004283,Tower Hamlets 016A,8223.0,3.0,392165.662549973,3037.88321305426,E01004283
329183,Person search,0.0,,51.533566,-0.38876,Male,25-34,Other ethnic group - Not stated,Asian,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.38876 51.533566),2198.0,2199.0,E01001328,Ealing 009C,6406.0,2.0,984852.237945557,6306.13023959922,E01001328
329187,Person and Vehicle search,0.0,,51.533566,-0.38876,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.38876 51.533566),2198.0,2199.0,E01001328,Ealing 009C,6406.0,2.0,984852.237945557,6306.13023959922,E01001328
329369,Person and Vehicle search,0.0,,51.485754,-0.065178,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Articles for use in criminal damage,Offender given penalty notice,,,2017,9,POINT (-0.065178 51.485754),4724.0,4725.0,E01004038,Southwark 010C,12539.0,4.0,551429.246627808,4082.31228244883,E01004038
329386,Person search,0.0,,51.536432,0.068376,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (0.068376 51.536432),6.0,7.0,E01000008,Barking and Dagenham 015B,5010.0,2.0,499373.306308746,6283.24888554106,E01000008
329410,Person and Vehicle search,0.0,,51.565103,-0.036417,Male,over 34,Asian/Asian British - Bangladeshi,Asian,Articles for use in criminal damage,Offender given penalty notice,,,2017,9,POINT (-0.036417 51.565103),5097.0,5098.0,E01004422,Waltham Forest 022A,9657.0,3.0,3472728.57374001,9416.71571106,E01004422
329459,Person search,0.0,,51.571081,0.082605,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (0.082605 51.571081),4460.0,4461.0,E01003755,Redbridge 023B,19173.0,6.0,566447.255496979,4739.28866923981,E01003755
329493,Person search,0.0,,51.603358,-0.057512,Male,18-24,Black/African/Caribbean/Black British - African,Black,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.057512 51.603358),2879.0,2880.0,E01002039,Haringey 002C,1411.0,1.0,193576.198387146,2186.17668438718,E01002039
329506,Person search,0.0,,51.543091,-0.145974,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.145974 51.543091),840.0,841.0,E01000858,Camden 018B,4987.0,2.0,565673.425811768,5303.98347289292,E01000858
329558,Person and Vehicle search,0.0,,51.539687,0.064327,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (0.064327 51.539687),4333.0,4334.0,E01003625,Newham 015A,8697.0,3.0,817054.553081512,5661.31531316715,E01003625
329607,Person search,0.0,,51.571556,-0.101193,Male,25-34,Black/African/Caribbean/Black British - African,Black,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.101193 51.571556),2844.0,2845.0,E01002002,Haringey 031C,4676.0,2.0,1691247.40540314,7404.37174958922,E01002002
329705,Person search,0.0,,51.536629,0.034527,Male,18-24,White - Any other White background,White,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (0.034527 51.536629),4282.0,4283.0,E01003569,Newham 017B,9189.0,3.0,269346.051568985,2506.49951672262,E01003569
329714,Person and Vehicle search,0.0,,51.49853,-0.113047,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.113047 51.49853),3736.0,3737.0,E01003013,Lambeth 036A,21865.0,7.0,885914.38394928,7163.3954672149,E01003013
329831,Person and Vehicle search,0.0,,51.37558,-0.144401,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.144401 51.37558),4762.0,4763.0,E01004076,Sutton 011A,15853.0,5.0,8810663.04593658,17050.001505382,E01004076
329842,Person and Vehicle search,0.0,,51.37558,-0.144401,Male,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.144401 51.37558),4762.0,4763.0,E01004076,Sutton 011A,15853.0,5.0,8810663.04593658,17050.001505382,E01004076
329855,Person search,0.0,,51.53016,0.055837,Male,18-24,Asian/Asian British - Pakistani,Asian,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (0.055837 51.53016),4236.0,4237.0,E01003523,Newham 024A,7292.0,3.0,532603.870586395,4311.82566238077,E01003523
329910,Person search,0.0,,51.551717,0.047014,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (0.047014 51.551717),4304.0,4305.0,E01003591,Newham 004D,6209.0,2.0,434553.763235092,3989.56205282548,E01003591
329954,Person and Vehicle search,0.0,,51.449796,-0.42461,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.42461 51.449796),1550.0,1551.0,E01002603,Hounslow 025E,9819.0,3.0,571365.83770752,4115.97468376961,E01002603
329955,Person search,0.0,,51.531122,0.021681,Male,18-24,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Asian,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (0.021681 51.531122),4313.0,4314.0,E01003600,Newham 021B,6130.0,2.0,295966.658474922,3891.77540465551,E01003600
329961,Person search,0.0,,51.640516,-0.052152,Male,18-24,White - Any other White background,White,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.052152 51.640516),2344.0,2345.0,E01001476,Enfield 018A,9017.0,3.0,521041.452600479,3466.66473969955,E01001476
330050,Person search,0.0,,51.548477,0.041474,Female,25-34,White - Any other White background,White,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (0.041474 51.548477),4299.0,4300.0,E01003586,Newham 003C,8043.0,3.0,389964.943984985,3233.45998994421,E01003586
330069,Person and Vehicle search,0.0,,51.547369,0.05706,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (0.05706 51.547369),4288.0,4289.0,E01003575,Newham 005B,8100.0,3.0,378478.137615204,3598.416793514,E01003575
330191,Person and Vehicle search,0.0,,51.527272,-0.073871,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.073871 51.527272),4991.0,4992.0,E01004315,Tower Hamlets 006C,6850.0,3.0,242741.619895935,3305.91220666971,E01004315
330349,Person and Vehicle search,0.0,,51.463242,-0.111306,Male,18-24,Black/African/Caribbean/Black British - African,Black,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.111306 51.463242),3770.0,3771.0,E01003047,Lambeth 011B,4378.0,2.0,469561.541183472,3827.26725510775,E01003047
330361,Person search,0.0,,51.513788,-0.149614,Male,18-24,Asian/Asian British - Any other Asian background,White,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.149614 51.513788),,,,,,,,,
330410,Person search,0.0,,51.529866,-0.081302,Male,25-34,Black/African/Caribbean/Black British - African,Black,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.081302 51.529866),2631.0,2632.0,E01001784,Hackney 027E,9803.0,3.0,198431.549560547,2123.04136686454,E01001784
330431,Person and Vehicle search,0.0,,51.505958,0.121106,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Articles for use in criminal damage,Offender given penalty notice,,,2017,9,POINT (0.121106 51.505958),461.0,462.0,E01000467,Bexley 001B,15630.0,5.0,450594.690444946,3788.13372944896,E01000467
330436,Person search,0.0,,51.494817,-0.098088,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.098088 51.494817),,,,,,,,,
330525,Person and Vehicle search,0.0,,51.461201,-0.115825,Male,18-24,Black/African/Caribbean/Black British - African,Black,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.115825 51.461201),3778.0,3779.0,E01003055,Lambeth 016D,6234.0,2.0,349281.90284729,2493.20326019607,E01003055
330535,Person search,0.0,,51.539189,-0.142008,Male,18-24,Black/African/Caribbean/Black British - African,Black,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.142008 51.539189),845.0,846.0,E01000863,Camden 021A,6114.0,2.0,421541.542396545,3726.27669971424,E01000863
330566,Person search,0.0,,51.490053,-0.086604,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.086604 51.490053),4661.0,4662.0,E01003961,Southwark 012B,4927.0,2.0,312858.093055725,3649.54943630237,E01003961
330608,Person and Vehicle search,0.0,,51.541869,-0.257498,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.257498 51.541869),584.0,585.0,E01000595,Brent 027A,2994.0,1.0,490527.748168945,4040.86769034219,E01000595
330652,Person and Vehicle search,0.0,,51.536432,0.068376,Male,18-24,Asian/Asian British - Pakistani,Asian,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (0.068376 51.536432),6.0,7.0,E01000008,Barking and Dagenham 015B,5010.0,2.0,499373.306308746,6283.24888554106,E01000008
330763,Person search,0.0,,51.536056,-0.313853,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.313853 51.536056),2217.0,2218.0,E01001347,Ealing 007C,15517.0,5.0,1740811.51373291,8113.42427215847,E01001347
330852,Person search,0.0,,51.536921,0.05232,Male,18-24,Black/African/Caribbean/Black British - African,Black,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (0.05232 51.536921),4234.0,4235.0,E01003521,Newham 018B,8772.0,3.0,347664.478309631,3317.63013588892,E01003521
330857,Person and Vehicle search,0.0,,51.546501,0.010103,Male,25-34,Asian/Asian British - Pakistani,Asian,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (0.010103 51.546501),4272.0,4273.0,E01003559,Newham 009D,13767.0,5.0,401356.879731178,3810.65437483137,E01003559
330929,Person and Vehicle search,0.0,,51.371085,-0.026181,Male,18-24,Other ethnic group - Not stated,Black,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.026181 51.371085),1999.0,2000.0,E01001128,Croydon 025B,5944.0,2.0,571711.022554398,5135.90095358054,E01001128
330930,Person search,0.0,,51.503437,-0.199816,Male,25-34,Black/African/Caribbean/Black British - African,Black,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.199816 51.503437),1765.0,1766.0,E01002825,Kensington and Chelsea 008B,24885.0,8.0,494517.720626831,4801.90515869425,E01002825
331075,Person search,0.0,,51.547682,0.04992,Male,18-24,Asian/Asian British - Any other Asian background,Black,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (0.04992 51.547682),4247.0,4248.0,E01003534,Newham 010E,10661.0,4.0,355973.396587372,2825.10314141789,E01003534
331449,Person search,0.0,,51.4601,-0.366733,Male,18-24,Other ethnic group - Any other ethnic group,White,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.366733 51.4601),1595.0,1596.0,E01002649,Hounslow 018D,9818.0,3.0,524262.663833618,4249.75460869016,E01002649
331538,Person and Vehicle search,0.0,,51.527578,0.050761,Male,18-24,White - Any other White background,White,Articles for use in criminal damage,Offender given penalty notice,,,2017,9,POINT (0.050761 51.527578),4240.0,4241.0,E01003527,Newham 024B,14394.0,5.0,426314.098388672,2947.21991413741,E01003527
331614,Person search,0.0,,51.548898,-0.076001,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.076001 51.548898),,,,,,,,,
331826,Person and Vehicle search,0.0,,51.470973,-0.321624,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.321624 51.470973),1613.0,1614.0,E01002667,Hounslow 020A,13586.0,5.0,806233.321853638,8050.05447389564,E01002667
331867,Person and Vehicle search,0.0,,51.530172,0.037642,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (0.037642 51.530172),4208.0,4209.0,E01003492,Newham 025A,10800.0,4.0,250456.237375259,3040.82688528757,E01003492
331973,Person and Vehicle search,0.0,,51.528832,0.060275,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (0.060275 51.528832),4255.0,4256.0,E01003542,Newham 024D,6748.0,3.0,348494.714313507,3748.16468833743,E01003542
331976,Person and Vehicle search,0.0,,51.528832,0.060275,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (0.060275 51.528832),4255.0,4256.0,E01003542,Newham 024D,6748.0,3.0,348494.714313507,3748.16468833743,E01003542
331987,Person search,0.0,,51.521354,-0.077667,Male,over 34,Mixed/Multiple ethnic groups - White and Asian,Asian,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.077667 51.521354),4983.0,4984.0,E01004307,Tower Hamlets 015B,19910.0,7.0,546235.005001068,4599.93851190285,E01004307
332151,Person search,0.0,,51.509074,-0.022212,Male,18-24,Asian/Asian British - Bangladeshi,Asian,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.022212 51.509074),4937.0,4938.0,E01004256,Tower Hamlets 024C,5676.0,2.0,366068.608507156,3666.98689729489,E01004256
332168,Person and Vehicle search,0.0,,51.617262,-0.118353,Male,18-24,White - Any other White background,White,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.118353 51.617262),2394.0,2395.0,E01001527,Enfield 036F,18129.0,6.0,1002246.1399231,8337.66107363894,E01001527
332289,Person search,0.0,,51.50911,-0.337386,Female,25-34,Black/African/Caribbean/Black British - African,Black,Articles for use in criminal damage,Offender given penalty notice,,,2017,9,POINT (-0.337386 51.50911),2123.0,2124.0,E01001252,Ealing 030B,10397.0,4.0,506456.769500732,4391.43465938766,E01001252
332326,Person search,0.0,,51.547097,-0.009573,Male,18-24,Black/African/Caribbean/Black British - African,Black,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.009573 51.547097),,,,,,,,,
332368,Person and Vehicle search,0.0,,51.529687,-0.062711,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.062711 51.529687),4889.0,4890.0,E01004204,Tower Hamlets 005D,6274.0,2.0,215386.836845398,2379.80843537506,E01004204
332472,Person search,0.0,,51.462737,-0.114552,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Articles for use in criminal damage,Offender given penalty notice,,,2017,9,POINT (-0.114552 51.462737),3770.0,3771.0,E01003047,Lambeth 011B,4378.0,2.0,469561.541183472,3827.26725510775,E01003047
332536,Person search,0.0,,51.510506,0.047357,Female,18-24,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (0.047357 51.510506),4195.0,4196.0,E01003479,Newham 035A,7984.0,3.0,771300.602851868,4668.21724453116,E01003479
332597,Person search,0.0,,51.514046,-0.129599,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.129599 51.514046),5424.0,5425.0,E01004763,Westminster 013B,11768.0,4.0,759310.434432983,7071.01922320993,E01004763
332637,Person and Vehicle search,0.0,,51.471776,-0.264345,Male,25-34,Other ethnic group - Not stated,Black,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.264345 51.471776),1520.0,1521.0,E01002572,Hounslow 007B,7879.0,3.0,2329484.77111816,6230.35013538181,E01002572
332672,Person and Vehicle search,0.0,,51.545951,0.100019,Male,25-34,Other ethnic group - Any other ethnic group,White,Articles for use in criminal damage,Offender given penalty notice,,,2017,9,POINT (0.100019 51.545951),63.0,64.0,E01000067,Barking and Dagenham 011B,13573.0,5.0,496222.989280701,4155.88519188291,E01000067
332715,Person search,0.0,,51.513081,-0.135605,Male,18-24,White - Any other White background,White,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.135605 51.513081),,,,,,,,,
332738,Person search,0.0,,51.503061,-0.420944,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.420944 51.503061),1360.0,1361.0,E01002407,Hillingdon 030A,11705.0,4.0,1247651.17694092,6931.54263778986,E01002407
332761,Person search,0.0,,51.471826,-0.12227,Male,25-34,Black/African/Caribbean/Black British - African,Black,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.12227 51.471826),3816.0,3817.0,E01003093,Lambeth 010B,6561.0,2.0,190665.824638367,2211.68247195705,E01003093
332812,Person search,0.0,,51.499111,-0.468192,Male,18-24,Asian/Asian British - Bangladeshi,Asian,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.468192 51.499111),1478.0,1479.0,E01002530,Hillingdon 029D,5774.0,2.0,689653.561523438,4892.95824704552,E01002530
332862,Person and Vehicle search,0.0,,51.52516,0.017495,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (0.017495 51.52516),4214.0,4215.0,E01003498,Newham 027B,6586.0,3.0,605077.887517452,5024.46033866159,E01003498
332875,Person and Vehicle search,0.0,,51.52516,0.017495,Male,25-34,Asian/Asian British - Pakistani,Asian,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (0.017495 51.52516),4214.0,4215.0,E01003498,Newham 027B,6586.0,3.0,605077.887517452,5024.46033866159,E01003498
332899,Person search,0.0,,51.624202,-0.060753,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.060753 51.624202),2298.0,2299.0,E01001429,Enfield 030D,2781.0,1.0,632351.476020813,5010.29352355884,E01001429
332953,Person and Vehicle search,0.0,,51.478652,0.126766,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (0.126766 51.478652),413.0,414.0,E01000419,Bexley 006C,26164.0,8.0,689494.368087769,4237.35328343965,E01000419
332967,Person search,0.0,,51.536921,0.05232,Male,18-24,White - Any other White background,White,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (0.05232 51.536921),4234.0,4235.0,E01003521,Newham 018B,8772.0,3.0,347664.478309631,3317.63013588892,E01003521
333039,Person search,0.0,,51.556093,0.063123,Male,18-24,Asian/Asian British - Pakistani,Asian,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (0.063123 51.556093),4289.0,4290.0,E01003576,Newham 002A,4849.0,2.0,373373.127002716,4592.32831076347,E01003576
