,Type,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,Year,Month,geometry,index_right,FID,lsoa11cd,lsoa11nm,IMDRank,IMDDecil,Shape__Area,Shape__Length,LSOA_code
272580,Person and Vehicle search,0.0,,51.554422,0.041971,Male,18-24,White - Any other White ethnic background (W9),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (0.041971 51.554422),4297.0,4298.0,E01003584,Newham 003B,8266.0,3.0,844315.741287231,6078.12513657274,E01003584
272596,Person and Vehicle search,0.0,,51.510739,-0.014285,Male,25-34,Asian or Asian British - Bangladeshi (A3),Asian,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.014285 51.510739),4938.0,4939.0,E01004257,Tower Hamlets 024D,6674.0,3.0,319381.544509888,3265.49241303624,E01004257
272600,Person and Vehicle search,0.0,,51.511317,-0.010729,Male,25-34,Asian or Asian British - Bangladeshi (A3),Asian,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.010729 51.511317),4928.0,4929.0,E01004247,Tower Hamlets 020C,3824.0,2.0,310825.476847172,2924.16419999751,E01004247
272605,Person search,0.0,,51.515101,-0.422228,Male,18-24,Asian or Asian British - Indian (A1),Asian,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.422228 51.515101),1456.0,1457.0,E01002504,Hillingdon 027D,10595.0,4.0,1152304.01080322,5641.60785215684,E01002504
272610,Person and Vehicle search,0.0,,51.515101,-0.422228,Male,18-24,Asian or Asian British - Indian (A1),Asian,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.422228 51.515101),1456.0,1457.0,E01002504,Hillingdon 027D,10595.0,4.0,1152304.01080322,5641.60785215684,E01002504
272617,Person search,0.0,,51.511114,-0.12616,Male,25-34,Not Stated (NS),Other,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.12616 51.511114),5397.0,5398.0,E01004734,Westminster 018A,7933.0,3.0,825953.980491638,7044.84635475906,E01004734
272671,Person and Vehicle search,0.0,,51.397397,-0.073696,Male,18-24,Black or Black British - Caribbean (B1),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.073696 51.397397),2062.0,2063.0,E01001191,Croydon 008D,5914.0,2.0,406844.455673218,4208.57384478293,E01001191
272672,Person search,0.0,,51.397397,-0.073696,Male,18-24,Black or Black British - Caribbean (B1),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.073696 51.397397),2062.0,2063.0,E01001191,Croydon 008D,5914.0,2.0,406844.455673218,4208.57384478293,E01001191
272676,Person and Vehicle search,0.0,,51.482492,0.081677,Male,18-24,Black or Black British - Any other Black ethnic background (B9),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (0.081677 51.482492),2496.0,2497.0,E01001637,Greenwich 009D,9554.0,3.0,476235.972999573,4375.96846687233,E01001637
272689,Person and Vehicle search,0.0,,51.396351,-0.096065,Female,18-24,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.096065 51.396351),2026.0,2027.0,E01001155,Croydon 010E,3291.0,2.0,349160.940917969,3881.68267707829,E01001155
272791,Person and Vehicle search,0.0,,51.550752,-0.078331,Male,18-24,Mixed - White and Black Caribbean (M1),Black,Articles for use in criminal damage,Offender given penalty notice,,,2017,2,POINT (-0.078331 51.550752),2597.0,2598.0,E01001747,Hackney 014B,7514.0,3.0,365995.077377319,3589.0534772134,E01001747
272846,Person and Vehicle search,0.0,,51.551776,0.070313,Male,18-24,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (0.070313 51.551776),4433.0,4434.0,E01003728,Redbridge 032A,8420.0,3.0,692947.22460556,7580.66432860451,E01003728
272951,Person and Vehicle search,0.0,,51.630787,-0.002978,Male,25-34,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.002978 51.630787),5033.0,5034.0,E01004358,Waltham Forest 002D,12717.0,4.0,628732.179774106,4731.86454833015,E01004358
273017,Person search,0.0,,51.499446,0.058071,Male,18-24,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (0.058071 51.499446),4323.0,4324.0,E01003611,Newham 037C,7348.0,3.0,381907.628154755,3249.34169117819,E01003611
273018,Person and Vehicle search,0.0,,51.521069,-0.369382,Male,18-24,Asian or Asian British - Indian (A1),Asian,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.369382 51.521069),2166.0,2167.0,E01001296,Ealing 017C,12764.0,4.0,407946.961166382,4044.67583147978,E01001296
273034,Person and Vehicle search,0.0,,51.517604,-0.074394,Male,18-24,Asian or Asian British - Bangladeshi (A3),Asian,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.074394 51.517604),4986.0,4987.0,E01004310,Tower Hamlets 015E,5125.0,2.0,236054.676521301,2626.91659900304,E01004310
273035,Person and Vehicle search,0.0,,51.367789,-0.030748,Male,25-34,Mixed - White and Black African (M2),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.030748 51.367789),1999.0,2000.0,E01001128,Croydon 025B,5944.0,2.0,571711.022554398,5135.90095358054,E01001128
273195,Person search,0.0,,51.509822,-0.420148,Male,25-34,Black or Black British - African (B2),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.420148 51.509822),1359.0,1360.0,E01002406,Hillingdon 027B,10781.0,4.0,3453459.12481689,13936.6684977481,E01002406
273204,Person and Vehicle search,0.0,,51.541656,-0.290688,Male,18-24,Asian or Asian British - Indian (A1),Asian,Articles for use in criminal damage,Offender given penalty notice,,,2017,2,POINT (-0.290688 51.541656),470.0,471.0,E01000476,Brent 026C,14647.0,5.0,588262.561401367,5051.34234209026,E01000476
273283,Person and Vehicle search,0.0,,51.584039,0.130731,Female,over 34,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (0.130731 51.584039),26.0,27.0,E01000029,Barking and Dagenham 001C,12389.0,4.0,654345.828163147,6153.86255250309,E01000029
273289,Person and Vehicle search,0.0,,51.511384,-0.412615,Male,18-24,White - Any other White ethnic background (W9),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.412615 51.511384),1455.0,1456.0,E01002503,Hillingdon 027C,7561.0,3.0,494853.910125732,4945.04698691701,E01002503
273296,Person search,0.0,,51.551769,-0.296035,Male,25-34,White - Any other White ethnic background (W9),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.296035 51.551769),616.0,617.0,E01000630,Brent 026E,8671.0,3.0,737756.021652222,5528.62510485482,E01000630
273316,Person and Vehicle search,0.0,,51.573321,-0.038488,Male,18-24,Not Stated (NS),Asian,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.038488 51.573321),5097.0,5098.0,E01004422,Waltham Forest 022A,9657.0,3.0,3472728.57374001,9416.71571106,E01004422
273325,Person search,0.0,,51.610005,-0.067468,Female,over 34,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.067468 51.610005),2421.0,2422.0,E01001554,Enfield 037C,3713.0,2.0,305746.460018158,2942.52128942265,E01001554
273403,Person search,0.0,,51.527755,0.045233,Female,25-34,Black or Black British - Caribbean (B1),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (0.045233 51.527755),4211.0,4212.0,E01003495,Newham 025D,16134.0,5.0,305243.681318283,2582.57884614301,E01003495
273421,Person search,0.0,,51.511039,-0.05474,Male,18-24,Asian or Asian British - Bangladeshi (A3),Asian,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.05474 51.511039),4978.0,4979.0,E01004302,Tower Hamlets 025C,10599.0,4.0,126656.290885925,2467.36859493737,E01004302
273458,Person search,0.0,,51.549497,0.044333,Male,25-34,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (0.044333 51.549497),4304.0,4305.0,E01003591,Newham 004D,6209.0,2.0,434553.763235092,3989.56205282548,E01003591
273691,Person and Vehicle search,0.0,,51.563075,0.081748,Male,25-34,Asian or Asian British - Bangladeshi (A3),Asian,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (0.081748 51.563075),4487.0,4488.0,E01003782,Redbridge 026B,12806.0,4.0,436448.685565948,3668.95895368661,E01003782
273784,Person search,0.0,,51.573191,-0.423566,Male,25-34,White - Any other White ethnic background (W9),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.423566 51.573191),1483.0,1484.0,E01002535,Hillingdon 007E,26634.0,9.0,1065046.76483154,6768.56279412999,E01002535
273785,Person search,0.0,,51.573191,-0.423566,Male,25-34,White - Any other White ethnic background (W9),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.423566 51.573191),1483.0,1484.0,E01002535,Hillingdon 007E,26634.0,9.0,1065046.76483154,6768.56279412999,E01002535
273841,Person and Vehicle search,0.0,,51.54421,-0.37229,Male,18-24,Black or Black British - Any other Black ethnic background (B9),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.37229 51.54421),2193.0,2194.0,E01001323,Ealing 004D,12015.0,4.0,873199.996856689,5052.38064504414,E01001323
273916,Person search,0.0,,51.512356,-0.37331,Male,over 34,Black or Black British - African (B2),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.37331 51.512356),2086.0,2087.0,E01001215,Ealing 023C,7934.0,3.0,448768.816223145,3592.59507525833,E01001215
274127,Person and Vehicle search,0.0,,51.480946,-0.357175,Male,25-34,Not Stated (NS),Asian,Articles for use in criminal damage,Offender given penalty notice,,,2017,2,POINT (-0.357175 51.480946),1622.0,1623.0,E01002676,Hounslow 012E,18291.0,6.0,2464301.69160461,8443.22566256664,E01002676
274133,Person search,0.0,,51.608017,-0.065776,Male,18-24,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.065776 51.608017),2876.0,2877.0,E01002036,Haringey 002A,1464.0,1.0,441225.715084076,3946.63675110622,E01002036
274151,Person and Vehicle search,0.0,,51.506003,0.10615,Male,18-24,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (0.10615 51.506003),2543.0,2544.0,E01001688,Greenwich 002B,9824.0,3.0,913133.245574951,7814.43408696628,E01001688
274203,Person search,0.0,,51.542281,-0.254381,Male,over 34,Black or Black British - African (B2),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.254381 51.542281),513.0,514.0,E01000521,Brent 025B,1713.0,1.0,371510.442779541,3845.9544226603,E01000521
274204,Person search,0.0,,51.521,-0.296175,Male,25-34,Black or Black British - Caribbean (B1),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.296175 51.521),2145.0,2146.0,E01001275,Ealing 020H,15212.0,5.0,892074.968276978,6114.42738941235,E01001275
274209,Person and Vehicle search,0.0,,51.412752,-0.067946,Male,18-24,Black or Black British - African (B2),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.067946 51.412752),728.0,729.0,E01000743,Bromley 009A,5959.0,2.0,800610.788154602,6973.51636650525,E01000743
274215,Person and Vehicle search,0.0,,51.419165,-0.075686,Male,18-24,Black or Black British - Caribbean (B1),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.075686 51.419165),725.0,726.0,E01000740,Bromley 005A,10368.0,4.0,1828370.84702301,9051.22055875163,E01000740
274292,Person and Vehicle search,0.0,,51.542595,0.031693,Male,25-34,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (0.031693 51.542595),4284.0,4285.0,E01003571,Newham 008D,9039.0,3.0,277835.162889481,3032.82517209647,E01003571
274313,Person and Vehicle search,0.0,,51.542526,0.024724,Male,over 34,Asian or Asian British - Bangladeshi (A3),Asian,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (0.024724 51.542526),4285.0,4286.0,E01003572,Newham 008E,9158.0,3.0,238846.086482048,2528.97457671566,E01003572
274347,Person search,0.0,,51.47892,-0.103213,Male,18-24,Black or Black British - Any other Black ethnic background (B9),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.103213 51.47892),4630.0,4631.0,E01003926,Southwark 021F,7330.0,3.0,272493.718452454,2401.46528130017,E01003926
274393,Person search,0.0,,51.492977,-0.093324,Male,18-24,White - Any other White ethnic background (W9),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.093324 51.492977),,,,,,,,,
274420,Person and Vehicle search,0.0,,51.554964,-0.118487,Male,25-34,Chinese or other ethnic group - Any other ethnic group (O9),Other,Articles for use in criminal damage,Offender given penalty notice,,,2017,2,POINT (-0.118487 51.554964),1702.0,1703.0,E01002762,Islington 011C,13764.0,5.0,421133.052406311,4188.65961363952,E01002762
274456,Person search,0.0,,51.516946,-0.263796,Male,18-24,Black or Black British - Caribbean (B1),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.263796 51.516946),2067.0,2068.0,E01001196,Ealing 015A,4857.0,2.0,594988.447937012,5813.44892650151,E01001196
274467,Person and Vehicle search,0.0,,51.525017,-0.035504,Male,18-24,Asian or Asian British - Bangladeshi (A3),Asian,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.035504 51.525017),4913.0,4914.0,E01004232,Tower Hamlets 003C,13752.0,5.0,490812.967632294,3448.65152595237,E01004232
274568,Person search,0.0,,51.520759,-0.204654,Male,18-24,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.204654 51.520759),1794.0,1795.0,E01002854,Kensington and Chelsea 001C,3030.0,1.0,338870.265838623,3443.36752265327,E01002854
274791,Person and Vehicle search,0.0,,51.644899,-0.046963,Male,18-24,Not Stated (NS),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.046963 51.644899),2374.0,2375.0,E01001507,Enfield 012D,4121.0,2.0,699002.227380753,5468.27940488797,E01001507
274827,Person and Vehicle search,0.0,,51.5915,-0.286378,Male,18-24,White - Any other White ethnic background (W9),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.286378 51.5915),1124.0,1125.0,E01002169,Harrow 017E,16024.0,5.0,530233.536239624,3271.47558544883,E01002169
274934,Person search,0.0,,51.506744,-0.245956,Male,25-34,White - Any other White ethnic background (W9),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.245956 51.506744),2114.0,2115.0,E01001243,Ealing 024D,10522.0,4.0,566376.006118774,3830.50222336316,E01001243
275023,Person and Vehicle search,0.0,,51.541296,0.014705,Male,25-34,White - Any other White ethnic background (W9),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (0.014705 51.541296),4267.0,4268.0,E01003554,Newham 009C,12839.0,4.0,257341.640406609,2879.09334064457,E01003554
275184,Person search,0.0,,51.548879,-0.12931,Male,25-34,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.12931 51.548879),908.0,909.0,E01000926,Camden 009E,16623.0,6.0,236948.689224243,2872.66584972926,E01000926
275281,Person search,0.0,,51.583745,-0.06353,Male,18-24,Asian or Asian British - Any other Asian ethnic background (A9),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.06353 51.583745),1023.0,1024.0,E01002068,Haringey 025B,7220.0,3.0,771053.873188019,5877.47886656081,E01002068
275297,Person search,0.0,,51.530644,-0.120975,Male,over 34,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.120975 51.530644),920.0,921.0,E01000938,Camden 024B,6387.0,2.0,208973.75353241,2986.5100686719,E01000938
275345,Person and Vehicle search,0.0,,51.374219,-0.096049,Male,18-24,White - Any other White ethnic background (W9),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.096049 51.374219),1916.0,1917.0,E01001045,Croydon 027C,5615.0,2.0,1271402.28595734,7520.06604036562,E01001045
275403,Person search,0.0,,51.534803,0.045361,Male,25-34,White - Any other White ethnic background (W9),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (0.045361 51.534803),4237.0,4238.0,E01003524,Newham 019D,8734.0,3.0,228354.794811249,2597.37024413153,E01003524
275408,Person and Vehicle search,0.0,,51.532927,-0.241576,Male,over 34,Black or Black British - Any other Black ethnic background (B9),Asian,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.241576 51.532927),,,,,,,,,
275478,Person and Vehicle search,0.0,,51.533338,0.043767,Male,18-24,Black or Black British - African (B2),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (0.043767 51.533338),4206.0,4207.0,E01003490,Newham 019C,7543.0,3.0,260253.04662323,3187.53830300719,E01003490
275636,Person search,0.0,,51.420889,-0.087049,Male,18-24,Black or Black British - Caribbean (B1),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.087049 51.420889),3786.0,3787.0,E01003063,Lambeth 033B,4968.0,2.0,311352.643478394,2729.96371233204,E01003063
275755,Person search,0.0,,51.52315,-0.053546,Male,18-24,Asian or Asian British - Bangladeshi (A3),Asian,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.053546 51.52315),4894.0,4895.0,E01004209,Tower Hamlets 011B,3602.0,2.0,214032.947166443,2779.73413936127,E01004209
275817,Person and Vehicle search,0.0,,51.545107,0.001662,Male,25-34,Black or Black British - African (B2),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (0.001662 51.545107),4326.0,4327.0,E01003617,Newham 012B,8005.0,3.0,587000.049614012,4568.05680159126,E01003617
275958,Person search,0.0,,51.427571,-0.101457,Male,10-17,Black or Black British - Caribbean (B1),Black,Articles for use in criminal damage,Offender given penalty notice,,,2017,2,POINT (-0.101457 51.427571),3805.0,3806.0,E01003082,Lambeth 031C,7936.0,3.0,324267.334083557,3379.10002297235,E01003082
276017,Person search,0.0,,51.583972,-0.07566,Male,over 34,Not Stated (NS),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.07566 51.583972),1024.0,1025.0,E01002069,Haringey 024B,4272.0,2.0,426006.329406738,4591.68785318489,E01002069
276046,Person and Vehicle search,0.0,,51.512092,0.054389,Male,25-34,White - Any other White ethnic background (W9),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (0.054389 51.512092),4195.0,4196.0,E01003479,Newham 035A,7984.0,3.0,771300.602851868,4668.21724453116,E01003479
276106,Person search,0.0,,51.534007,0.033733,Male,25-34,White - White British (W1),White,Articles for use in criminal damage,Offender given penalty notice,,,2017,2,POINT (0.033733 51.534007),4207.0,4208.0,E01003491,Newham 022A,8256.0,3.0,265929.813169479,2886.85122446303,E01003491
276198,Person and Vehicle search,0.0,,51.483831,-0.114993,Male,18-24,Black or Black British - Caribbean (B1),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.114993 51.483831),3822.0,3823.0,E01003099,Lambeth 005B,9835.0,3.0,770120.288475037,6384.299930755,E01003099
276346,Person search,0.0,,51.568946,-0.098314,Male,18-24,Black or Black British - Any other Black ethnic background (B9),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.098314 51.568946),2568.0,2569.0,E01001716,Hackney 007B,5179.0,2.0,215892.251785278,3291.09013195475,E01001716
276348,Person search,0.0,,51.568946,-0.098314,Male,18-24,Black or Black British - African (B2),Black,Anything to threaten or harm anyone,Offender given penalty notice,,,2017,2,POINT (-0.098314 51.568946),2568.0,2569.0,E01001716,Hackney 007B,5179.0,2.0,215892.251785278,3291.09013195475,E01001716
276353,Person search,0.0,,51.489789,-0.08915,Male,25-34,White - White British (W1),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.08915 51.489789),4662.0,4663.0,E01003963,Southwark 016A,4510.0,2.0,155482.639755249,2287.73380130435,E01003963
276392,Person and Vehicle search,0.0,,51.496985,-0.374376,Male,25-34,White - Any other White ethnic background (W9),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.374376 51.496985),2206.0,2207.0,E01001336,Ealing 038C,10825.0,4.0,645333.417129517,4908.0902483468,E01001336
276516,Person search,0.0,,51.516506,-0.407032,Male,over 34,Asian or Asian British - Indian (A1),Asian,Articles for use in criminal damage,Offender given penalty notice,,,2017,2,POINT (-0.407032 51.516506),1457.0,1458.0,E01002505,Hillingdon 026D,5524.0,2.0,1811522.09967041,9369.19788674828,E01002505
276571,Person search,0.0,,51.541519,0.047552,Male,18-24,Black or Black British - African (B2),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (0.047552 51.541519),4244.0,4245.0,E01003531,Newham 010C,8410.0,3.0,578243.395799637,3643.72454843253,E01003531
276594,Person search,0.0,,51.540842,0.148729,Male,18-24,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (0.148729 51.540842),101.0,102.0,E01000105,Barking and Dagenham 014C,3229.0,1.0,577272.09021759,5455.92388012413,E01000105
276760,Person and Vehicle search,0.0,,51.52814,-0.052382,Male,18-24,Asian or Asian British - Bangladeshi (A3),Asian,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.052382 51.52814),4940.0,4941.0,E01004259,Tower Hamlets 007A,10040.0,4.0,340633.667964935,3831.12789461547,E01004259
276909,Person and Vehicle search,0.0,,51.576728,-0.097975,Male,over 34,Not Stated (NS),Black,Articles for use in criminal damage,Offender given penalty notice,,,2017,2,POINT (-0.097975 51.576728),1013.0,1014.0,E01002058,Haringey 031D,10897.0,4.0,402821.697162628,3211.30616934521,E01002058
276914,Person and Vehicle search,0.0,,51.551838,-0.079281,Male,10-17,Black or Black British - Any other Black ethnic background (B9),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.079281 51.551838),2597.0,2598.0,E01001747,Hackney 014B,7514.0,3.0,365995.077377319,3589.0534772134,E01001747
276966,Person search,0.0,,51.504751,-0.320542,Male,18-24,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.320542 51.504751),2253.0,2254.0,E01001384,Ealing 032C,24713.0,8.0,279528.78855896,3692.54779050195,E01001384
277032,Person search,0.0,,51.533329,-0.007939,Male,18-24,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.007939 51.533329),,,,,,,,,
277056,Person and Vehicle search,0.0,,51.645303,-0.195908,Male,25-34,Not Stated (NS),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.195908 51.645303),284.0,285.0,E01000289,Barnet 004D,4786.0,2.0,746009.478164673,4983.52817740369,E01000289
277121,Person and Vehicle search,0.0,,51.582047,-0.033868,Male,18-24,White - Any other White ethnic background (W9),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.033868 51.582047),5067.0,5068.0,E01004392,Waltham Forest 017A,10024.0,4.0,551854.687885284,5330.78845288796,E01004392
277216,Vehicle search,0.0,,51.512692,-0.042174,Male,18-24,Asian or Asian British - Bangladeshi (A3),Asian,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.042174 51.512692),,,,,,,,,
277372,Person search,0.0,,51.561849,0.15412,Male,18-24,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (0.15412 51.561849),57.0,58.0,E01000061,Barking and Dagenham 006C,2802.0,1.0,1564755.02546692,6708.32348656389,E01000061
277388,Person and Vehicle search,0.0,,51.510506,0.047357,Male,25-34,Asian or Asian British - Bangladeshi (A3),Asian,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (0.047357 51.510506),4195.0,4196.0,E01003479,Newham 035A,7984.0,3.0,771300.602851868,4668.21724453116,E01003479
277421,Person search,0.0,,51.575124,-0.072931,Male,10-17,Black or Black British - Caribbean (B1),Black,Articles for use in criminal damage,Offender given penalty notice,,,2017,2,POINT (-0.072931 51.575124),2659.0,2660.0,E01001814,Hackney 001C,6783.0,3.0,293553.333744049,3122.93015754208,E01001814
277509,Person and Vehicle search,0.0,,51.549497,0.044333,Male,25-34,Asian or Asian British - Indian (A1),Asian,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (0.044333 51.549497),4304.0,4305.0,E01003591,Newham 004D,6209.0,2.0,434553.763235092,3989.56205282548,E01003591
277511,Person search,0.0,,51.607481,-0.067069,Male,25-34,Black or Black British - African (B2),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.067069 51.607481),2875.0,2876.0,E01002034,Haringey 037A,1966.0,1.0,726888.68025589,4346.12175453446,E01002034
277663,Person search,0.0,,51.464974,-0.130152,Male,over 34,White - Any other White ethnic background (W9),White,Articles for use in criminal damage,Offender given penalty notice,,,2017,2,POINT (-0.130152 51.464974),3813.0,3814.0,E01003090,Lambeth 012D,10501.0,4.0,356332.678115845,3949.96683316605,E01003090
277685,Person and Vehicle search,0.0,,51.565511,-0.193903,Male,18-24,Black or Black British - Any other Black ethnic background (B9),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.193903 51.565511),132.0,133.0,E01000136,Barnet 038B,25840.0,8.0,1344690.72735596,5942.90559093816,E01000136
277742,Person search,0.0,,51.446952,-0.411152,Male,25-34,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.411152 51.446952),,,,,,,,,
277754,Person search,0.0,,51.634117,-0.133233,Male,over 34,Asian or Asian British - Pakistani (A2),Other,Articles for use in criminal damage,Offender given penalty notice,,,2017,2,POINT (-0.133233 51.634117),2386.0,2387.0,E01001519,Enfield 020D,20796.0,7.0,908032.014633179,9117.48513147337,E01001519
277868,Person and Vehicle search,0.0,,51.587683,-0.0821,Male,25-34,Black or Black British - Any other Black ethnic background (B9),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.0821 51.587683),1025.0,1026.0,E01002070,Haringey 024C,10051.0,4.0,423957.088218689,4653.0418611041,E01002070
277906,Person and Vehicle search,0.0,,51.412959,0.016923,Male,over 34,Black or Black British - Caribbean (B1),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (0.016923 51.412959),805.0,806.0,E01000823,Bromley 008E,22675.0,7.0,623089.611656189,5119.46194359862,E01000823
278145,Person search,0.0,,51.511663,0.017994,Male,18-24,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (0.017994 51.511663),,,,,,,,,
278147,Person search,0.0,,51.556434,-0.009208,Male,over 34,White - Any other White ethnic background (W9),White,Articles for use in criminal damage,Offender given penalty notice,,,2017,2,POINT (-0.009208 51.556434),5105.0,5106.0,E01004430,Waltham Forest 026D,11129.0,4.0,1318538.31342459,5505.04701805526,E01004430
278157,Person search,0.0,,51.551407,-0.31956,Male,25-34,Black or Black British - African (B2),Black,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.31956 51.551407),2178.0,2179.0,E01001308,Ealing 002B,22868.0,7.0,2866988.00874329,8507.04668072902,E01001308
278218,Person search,0.0,,51.439094,-0.032949,Male,25-34,Black or Black British - Caribbean (B1),Black,Articles for use in criminal damage,Offender given penalty notice,,,2017,2,POINT (-0.032949 51.439094),4037.0,4038.0,E01003321,Lewisham 020C,7006.0,3.0,422243.164928436,2810.08055949417,E01003321
278224,Person search,0.0,,51.517965,-0.13568,Male,18-24,Asian or Asian British - Any other Asian ethnic background (A9),Other,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (-0.13568 51.517965),5424.0,5425.0,E01004763,Westminster 013B,11768.0,4.0,759310.434432983,7071.01922320993,E01004763
278585,Person and Vehicle search,0.0,,51.512438,0.049014,Female,18-24,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2017,2,POINT (0.049014 51.512438),4195.0,4196.0,E01003479,Newham 035A,7984.0,3.0,771300.602851868,4668.21724453116,E01003479
